Source,relation,Target
鸭嘴兽,是,陆生动物
牙齿,是,身体部位
牙签,是,工具
牙线,是,工具
哑铃,是,运动器材
烟囱,是,建筑
烟灰缸,是,工具
烟头,是,工具
岩石,是,自然物
颜料,是,工具
眼睛,是,身体部位
眼镜,是,工具
眼镜盒,是,工具
眼罩,是,工具
鼹鼠,是,陆生动物
燕麦片,是,酒水饮料
燕尾服,是,服饰
燕子,是,鸟
扬声器,是,乐器
羊毛衣,是,服饰
羊皮纸,是,工具
羊肉,是,肉食
羊驼,是,陆生动物
杨梅,是,水果
杨桃,是,水果
洋葱,是,蔬菜
洋娃娃,是,玩具
氧气面罩,是,医疗用品
腰带,是,服饰
摇篮,是,工具
摇椅,是,家具
钥匙,是,工具
钥匙圈,是,工具
椰子,是,水果
野鸡,是,鸟
野兔,是,陆生动物
夜来香,是,花草
衣柜,是,家具
椅子,是,家具
疫苗,是,医疗用品
意大利面,是,固态干粮
翼龙,是,陆生动物
音乐盒,是,乐器
音箱,是,电器
银耳,是,蔬菜
银环蛇,是,陆生动物
银幕,是,工具
饮水机,是,餐具
婴儿车,是,车
罂粟,是,花草
樱桃,是,水果
鹰,是,鸟
迎春花,是,花草
荧光笔,是,工具
萤火虫,是,昆虫
映山红,是,花草
硬币,是,工具
泳裤,是,服饰
泳帽,是,服饰
泳装,是,服饰
邮票,是,工具
邮筒,是,工具
油,是,调料
油饼,是,固态干粮
油菜花,是,花草
油麦菜,是,蔬菜
油漆,是,工具
油条,是,固态干粮
鱿鱼,是,水生动物
游轮,是,船
游艇,是,船
有轨电车,是,车
柚子,是,水果
鱼,是,水生动物
鱼丸,是,肉食
虞美人,是,花草
羽毛,是,身体部位
羽毛球,是,运动器材
羽毛球拍,是,运动器材
羽绒服,是,服饰
雨伞,是,工具
雨衣,是,服饰
玉兰,是,花草
玉米,是,蔬菜
玉米面,是,固态干粮
芋头,是,蔬菜
郁金香,是,花草
浴巾,是,服饰
浴帘,是,家具
浴盆,是,家具
浴衣,是,服饰
鸳鸯,是,鸟
原子弹,是,武器
月亮,是,自然物
运钞车,是,车
运动服,是,服饰
运动裤,是,服饰
运动鞋,是,服饰
运动装,是,服饰
熨斗,是,电器
枣,是,水果
皂角,是,树木
灶,是,建筑
栅栏,是,建筑
炸弹,是,武器
炸酱面,是,固态干粮
炸薯条,是,固态干粮
蚱蜢,是,昆虫
榨汁机,是,电器
粘蝇纸,是,工具
章鱼,是,水生动物
樟子松,是,树木
蟑螂夹,是,工具
长凳,是,家具
长笛,是,乐器
长号,是,乐器
长裤,是,服饰
长袍,是,服饰
长裙,是,服饰
长袖,是,服饰
帐篷,是,工具
照片,是,工具
折叠椅,是,家具
蔗糖,是,调料
鹧鸪,是,鸟
针,是,工具
针线篮,是,工具
珍珠,是,自然物
枕套,是,家具
枕头,是,家具
蒸汽机,是,工具
正装,是,服饰
芝麻,是,固态干粮
芝士蛋糕,是,固态干粮
知更鸟,是,鸟
栀子花,是,花草
蜘蛛,是,昆虫
直立式钢琴,是,乐器
直升机,是,飞机
止血剂,是,医疗用品
纸,是,工具
纸巾,是,工具
指挥棒,是,工具
指甲,是,身体部位
指甲锉,是,工具
指甲油,是,工具
指南针,是,工具
指纹,是,身体部位
制服,是,服饰
痣,是,身体部位
中山装,是,服饰
中提琴,是,乐器
钟,是,工具
粥,是,酒水饮料
猪,是,陆生动物
猪笼草,是,花草
猪肉,是,肉食
竹节虫,是,昆虫
竹子,是,树木
烛台,是,工具
煮蛋器,是,电器
助听器,是,电器
注射器,是,医疗用品
蛀虫,是,昆虫
砖头,是,工具
桌布,是,家具
啄木鸟,是,鸟
子弹,是,武器
自动步枪,是,武器
自动扶梯,是,电器
自动售货机,是,电器
自行车,是,车
字典,是,工具
钻石,是,自然物
嘴唇,是,身体部位
座垫,是,家具
安全带,可以,保护
安全带,是,带子
安全带,其他,车
安全带,是,安保的
安全带,可以,保护人
安全带,需要,系
安全带,像,绳子
安全带,有,扣
安全带,是,长的
安全带,可以,固定
安全带,需要,扣
安全带,有,扣子
安全带,可以,系
安全带,是,部件
安全带,是,条状的
安全带,有,布
安全带,是,必需品
安全带,是,黑色的
安全带,需要,佩戴
安全带,有,弹性
安全带,可以,拉伸
安全带,是,尼龙
安全带,是,设备
安全带,需要,安装
安全带,需要,人
安全带,有,松紧带
安全带,可以,伸缩
安全带,其他,车祸
安全带,其他,高空作业
安全带,是,金属
安全带,是,装置
安全带,像,保护伞
安全带,像,背带
安全带,像,绷带
安全带,像,皮带
安全带,像,皮筋
安全带,有,插孔
安全带,有,涤纶
安全带,有,多种功能
安全带,有,多种样式
安全带,有,多种长度
安全带,有,开关
安全带,有,拉环
安全帽,可以,保护
安全帽,可以,保护头
安全帽,是,帽子
安全帽,有,带子
安全帽,是,硬的
安全帽,可以,戴
安全帽,是,安保的
安全帽,有,壳
安全帽,是,工程的
安全帽,是,用具
安全帽,有,多种颜色
安全帽,可以,保护人
安全帽,是,金属
安全帽,像,头盔
安全帽,像,碗
安全帽,有,帽边
安全帽,其他,比赛
安全帽,其他,工人
安全帽,是,半球形的
安全帽,需要,清洗
安全帽,需要,制造
安全帽,是,黄色的
安全帽,是,塑料
安全帽,需要,检查
安全帽,需要,正确使用
安全帽,有,多种种类
安全帽,可以,减震
安全帽,其他,头
安全帽,是,光滑的
安全帽,像,球
安全帽,需要,安全
安全帽,需要,戴好
安全帽,需要,正确佩戴
安全帽,有,多种样式
安全帽,有,扣子
安全帽,有,里衬
安慰奶嘴,是,婴儿用品
安慰奶嘴,是,奶嘴
安慰奶嘴,需要,清洗
安慰奶嘴,像,乳房
安慰奶嘴,可以,安抚
安慰奶嘴,需要,制造
安慰奶嘴,可以,吸
安慰奶嘴,可以,促进手眼协调
安慰奶嘴,可以,哄孩子
安慰奶嘴,是,玩具
安慰奶嘴,是,橡胶
安慰奶嘴,像,奶瓶
安慰奶嘴,需要,消毒
安慰奶嘴,有,奶嘴
安慰奶嘴,是,塑料
安慰奶嘴,有,孔
安慰奶嘴,有,奶头
安慰奶嘴,有,形状
安慰奶嘴,可以,喝奶
安慰奶嘴,可以,缓解宝宝的焦虑情绪
安慰奶嘴,可以,戒奶
安慰奶嘴,可以,买卖
安慰奶嘴,可以,吮吸
安慰奶嘴,可以,吸吮
安慰奶嘴,可以,咬
安慰奶嘴,是,孩童的
安慰奶嘴,是,软的
安慰奶嘴,像,吸管
安慰奶嘴,有,把手
安慰奶嘴,有,包装
安慰奶嘴,有,多种品牌
安慰奶嘴,有,多种种类
鹌鹑,需要,水
鹌鹑,有,翅膀
鹌鹑,可以,飞
鹌鹑,可以,下蛋
鹌鹑,可以,食用
鹌鹑,有,鹌鹑蛋
鹌鹑,有,羽毛
鹌鹑,是,小的
鹌鹑,需要,空气
鹌鹑,有,爪子
鹌鹑,像,麻雀
鹌鹑,需要,睡觉
鹌鹑,像,鸡
鹌鹑,像,鸽子
鹌鹑,有,眼睛
鹌鹑,可以,游泳
鹌鹑,是,棕色的
鹌鹑,需要,虫
鹌鹑,有,嘴巴
鹌鹑,可以,捕猎
鹌鹑,是,卵生的
鹌鹑,像,鸟
鹌鹑,像,啄木鸟
鹌鹑,需要,草
鹌鹑,有,毛
鹌鹑,有,四肢
鹌鹑,有,五官
鹌鹑蛋,有,蛋黄
鹌鹑蛋,是,蛋
鹌鹑蛋,有,壳
鹌鹑蛋,有,蛋白
鹌鹑蛋,像,鸡蛋
鹌鹑蛋,需要,鹌鹑
鹌鹑蛋,可以,孵化
鹌鹑蛋,是,小的
鹌鹑蛋,像,石头
鹌鹑蛋,像,鸭蛋
鹌鹑蛋,需要,白色的
鹌鹑蛋,需要,剥开
鹌鹑蛋,有,蛋清
鹌鹑蛋,有,营养
鹌鹑蛋,是,椭圆形
鹌鹑蛋,是,圆形
鹌鹑蛋,可以,护肤
鹌鹑蛋,像,球
鹌鹑蛋,需要,空气
鹌鹑蛋,需要,煮
鹌鹑蛋,有,斑点
鹌鹑蛋,有,花纹
鹌鹑蛋,是,好吃的
鹌鹑蛋,像,小皮球
鹌鹑蛋,需要,水
鹌鹑蛋,有,蛋白质
鹌鹑蛋,有,颜色
按键,可以,按
按键,是,塑料
按键,是,方形的
按键,可以,打字
按键,需要,制造
按键,有,弹簧
按键,有,多种种类
按键,可以,发声
按键,是,黑色的
按键,像,开关
按键,需要,安装
按键,需要,电
按键,有,多种功能
按键,可以,控制
按键,可以,控制开关
按键,是,金属
按键,是,块状的
按键,有,多种颜色
按键,有,数字
按键,有,圆形
按键,有,字母
按键,可以,触摸
按键,可以,输入信息
按键,其他,机器
按键,其他,键盘
按键,是,大的
按键,是,开关
按键,像,豆腐
按键,像,扣子
按键,像,瓶盖
按键,像,巧克力
按键,需要,擦
按键,需要,人为操作
按键,需要,设计
按键,有,多种型号
按键,有,凸起
按键,有,小的
按键,有,颜色
按摩器,可以,按摩
按摩器,需要,电
按摩器,是,机器
按摩器,可以,放松
按摩器,像,手
按摩器,需要,买
按摩器,有,按键
按摩器,有,多种种类
按摩器,可以,买卖
按摩器,是,工具
按摩器,是,家里的
按摩器,是,器材
按摩器,是,仪器
按摩器,需要,充电
按摩器,有,把手
按摩器,有,开关
按摩器,有,座位
按钮,可以,按
按钮,像,扣子
按钮,是,按键
按钮,是,开关
按钮,是,圆形
按钮,有,弹簧
按钮,有,多种样式
按钮,是,部件
按钮,需要,电
按钮,有,多种功能
按钮,可以,关闭
按钮,可以,控制
按钮,其他,电器
按钮,是,方形的
按钮,是,红色的
按钮,有,多种材质
按钮,有,多种型号
按钮,有,壳
按钮,可以,发声
按钮,可以,开关
按钮,可以,控制机器
按钮,其他,电梯
按钮,是,工具
按钮,是,功能键
按钮,是,机关
按钮,是,键
按钮,是,金属
按钮,是,绿色的
按钮,是,生活用品
按钮,是,塑料的
按钮,是,小的
按钮,像,键盘
按钮,像,盘子
按钮,像,糖
按钮,需要,安装
按钮,需要,检查
按钮,有,标识
按钮,有,功能
按钮,有,凸起
按钮,有,颜色
八宝粥,是,粥
八宝粥,可以,食用
八宝粥,可以,饮用
八宝粥,需要,煮
八宝粥,有,红枣
八宝粥,有,花生
八宝粥,需要,熬
八宝粥,有,大米
八宝粥,有,谷物
八宝粥,有,桂圆
八宝粥,可以,养胃
八宝粥,有,大豆
八宝粥,有,莲子
八宝粥,是,早餐
八宝粥,是,早上的
八宝粥,像,粥
八宝粥,需要,水
八宝粥,有,花生米
八宝粥,有,米
八宝粥,可以,饱腹
八宝粥,像,红豆粥
八宝粥,需要,加热
八宝粥,需要,买
八宝粥,需要,糖
八宝粥,有,红豆
八宝粥,有,营养
八宝粥,可以,补充体力
八宝粥,可以,充饥
八宝粥,可以,健脾养胃
八宝粥,可以,养生
八宝粥,可以,益气安神
八宝粥,是,多谷物的
八宝粥,是,好吃的
八宝粥,是,腊八节
八宝粥,是,粮食
八宝粥,是,零食
八宝粥,是,浓稠的
八宝粥,是,稀饭
八宝粥,像,稀饭
八宝粥,需要,米
八宝粥,需要,烹饪
八宝粥,有,八种谷物
八宝粥,有,蛋白质
八宝粥,有,核桃
八宝粥,有,黑米
八宝粥,有,葡萄干
八宝粥,有,水
八宝粥,有,薏米
八宝粥,有,银耳
八哥,有,翅膀
八哥,可以,飞
八哥,需要,水
八哥,有,嘴巴
八哥,有,羽毛
八哥,像,鹦鹉
八哥,可以,学人说话
八哥,像,乌鸦
八哥,需要,空气
八哥,有,爪子
八哥,可以,说话
八哥,是,鹦鹉
八哥,是,黑色的
八哥,像,麻雀
八哥,需要,睡觉
八哥,有,眼睛
八哥,需要,虫
八哥,需要,饲养
八哥,有,喙
八哥,可以,叫
八哥,是,宠物
八哥,是,聪明的
八哥,像,复读机
八哥,需要,鸟笼
八哥,有,多种种类
八哥,有,脚
八哥,有,毛
八哥,有,舌头
八哥,有,头
八哥,有,腿
八哥,有,尾巴
八哥,可以,唱歌
八哥,可以,观赏
八哥,可以,学话
八哥,可以,学说话
八哥,其他,会学人说话
八哥,是,吵闹的
八哥,像,鸽子
八哥,需要,保护
八哥,需要,投喂
八哥,需要,阳光
八哥,有,尖嘴巴
八哥,有,牙齿
巴士,是,工具
巴士,其他,交通
巴士,有,座位
巴士,有,轮胎
巴士,有,窗户
巴士,需要,汽油
巴士,需要,司机
巴士,是,公共的
巴士,需要,油
巴士,是,大的
巴士,像,面包
巴士,需要,电
巴士,需要,加油
巴士,有,司机
巴士,可以,乘坐
巴士,像,盒子
巴士,有,方向盘
巴士,可以,行驶
巴士,是,方便的
巴士,需要,维护
巴士,需要,修理
巴士,可以,代步
巴士,可以,驾驶
巴士,像,公交车
巴士,有,空调
巴士,可以,行走
巴士,可以,移动
巴士,是,长方体
巴士,像,地铁
巴士,像,房屋
巴士,像,文具盒
巴士,需要,保养
巴士,需要,驾驶
巴士,需要,能源
巴士,需要,清洗
巴士,需要,燃料
巴士,需要,收费
巴士,有,刹车
巴士,有,车厢
巴士,有,乘客
巴士,有,多种型号
巴士,有,多种种类
巴士,有,扶手
巴士,有,驾驶室
巴士,有,路线
巴士,有,轮子
巴士,有,售票员
巴士,有,四个轮子
巴士,有,台阶
芭蕾舞裙,可以,穿
芭蕾舞裙,是,裙子
芭蕾舞裙,是,衣服
芭蕾舞裙,有,布
芭蕾舞裙,有,裙摆
芭蕾舞裙,是,好看的
芭蕾舞裙,可以,跳舞
芭蕾舞裙,需要,制造
芭蕾舞裙,有,多种样式
芭蕾舞裙,是,白色的
芭蕾舞裙,像,花
芭蕾舞裙,有,蕾丝
芭蕾舞裙,像,天鹅
芭蕾舞裙,需要,买
芭蕾舞裙,需要,设计
芭蕾舞裙,是,短的
芭蕾舞裙,像,伞
芭蕾舞裙,需要,清洗
芭蕾舞裙,有,多种颜色
芭蕾舞裙,有,设计
芭蕾舞裙,可以,表演
芭蕾舞裙,是,粉红色的
芭蕾舞裙,是,跳芭蕾的
芭蕾舞裙,像,短裙
芭蕾舞裙,像,裙子
芭蕾舞裙,需要,缝纫
芭蕾舞裙,有,纱
芭蕾舞裙,可以,观赏
芭蕾舞裙,可以,跳芭蕾舞时穿的裙子
芭蕾舞裙,其他,女人
芭蕾舞裙,是,纱制品
芭蕾舞裙,是,跳舞的
芭蕾舞裙,是,优雅的
芭蕾舞裙,像,礼服
芭蕾舞裙,像,蓬蓬裙
芭蕾舞裙,有,上衣
芭蕾舞裙,有,线
芭蕾舞裙,有,长的
霸王龙,有,牙齿
霸王龙,是,恐龙
霸王龙,是,肉食类
霸王龙,需要,水
霸王龙,有,尾巴
霸王龙,是,大的
霸王龙,需要,空气
霸王龙,有,四肢
霸王龙,是,凶的
霸王龙,有,爪子
霸王龙,可以,捕猎
霸王龙,是,灭绝的
霸王龙,有,嘴巴
霸王龙,需要,阳光
霸王龙,可以,奔跑
霸王龙,可以,跑
霸王龙,需要,呼吸
霸王龙,有,锋利的牙齿
霸王龙,有,眼睛
霸王龙,是,粗糙的
霸王龙,像,鳄鱼
霸王龙,需要,睡觉
霸王龙,有,尖牙
霸王龙,有,腿
霸王龙,可以,繁衍
霸王龙,可以,跳
霸王龙,是,锋利的
霸王龙,是,爬行类
霸王龙,像,恐龙
霸王龙,像,龙
霸王龙,像,蜥蜴
霸王龙,有,骨骼
霸王龙,有,头
霸王龙,可以,吃人
霸王龙,可以,观赏
霸王龙,是,白垩纪
霸王龙,是,远古生物
霸王龙,像,袋鼠
霸王龙,像,怪兽
霸王龙,像,老虎
霸王龙,像,山
霸王龙,像,狮子
霸王龙,像,树皮
霸王龙,像,战争
霸王龙,需要,栖息地
霸王龙,有,大脑
霸王龙,有,大嘴巴
吧台,可以,喝酒
吧台,有,酒
吧台,其他,酒吧
吧台,像,桌子
吧台,需要,擦
吧台,可以,聊天
吧台,是,场所
吧台,是,桌子
吧台,需要,钱
吧台,有,杯子
吧台,有,服务生
吧台,有,调酒师
吧台,是,条状的
吧台,可以,点单
吧台,是,台
吧台,是,台子
吧台,是,硬的
吧台,是,长的
吧台,像,餐桌
吧台,需要,调酒师
吧台,有,酒保
吧台,有,椅子
吧台,有,桌面
吧台,有,座位
白菜,可以,食用
白菜,有,叶子
白菜,需要,水
白菜,需要,阳光
白菜,是,白色的
白菜,有,菜叶
白菜,是,绿色的
白菜,需要,空气
白菜,有,根
白菜,可以,炒
白菜,需要,肥料
白菜,需要,土
白菜,有,水
白菜,有,维生素
白菜,是,黄色的
白菜,是,青菜
白菜,像,卷心菜
白菜,像,青菜
白菜,像,娃娃菜
白菜,像,玉石
白菜,需要,呼吸
白菜,需要,清洗
白菜,需要,种植
白菜,有,菜根
白菜,有,茎
白菜,有,纤维
白菜,有,营养
白菜,可以,切
白菜,可以,腌制
白菜,是,土中生长的
白菜,是,椭圆形
白菜,像,包菜
白菜,像,翡翠
白菜,像,花
白菜,像,胖娃娃
白菜,像,球
白菜,需要,买
白菜,需要,杀虫
白菜,需要,生长
白菜,有,白菜帮
白菜,有,帮子
白菜,有,菜心
白菜,有,多种种类
白饭,是,白色的
白饭,可以,食用
白饭,需要,煮
白饭,是,主食
白饭,有,大米
白饭,有,米
白饭,可以,饱腹
白饭,是,粮食
白饭,是,甜的
白饭,是,香的
白饭,有,淀粉
白饭,可以,炒
白饭,是,米饭
白饭,像,雪
白饭,可以,炒饭
白饭,可以,充饥
白饭,是,健康的
白饭,是,颗粒的
白饭,像,面粉
白饭,像,沙
白饭,需要,熬
白饭,需要,烹饪
白饭,需要,水
白饭,有,水
白饭,有,营养
白饭,可以,饮用
白饭,是,谷物
白饭,是,能量
白饭,是,软糯的
白饭,是,水稻
白饭,像,米饭
白饭,像,蛆
白饭,像,山
白饭,像,玉石
白饭,像,珍珠
白饭,需要,加工
白饭,需要,蒸
白饭,需要,种植
白饭,需要,煮熟
白饭,有,能量
白饭,有,热量
白饭,有,碳水化合物
白果,可以,食用
白果,是,药
白果,是,白色的
白果,是,果实
白果,有,果肉
白果,有,壳
白果,需要,阳光
白果,有,果核
白果,需要,清洗
白果,需要,种植
白果,有,果皮
白果,是,臭的
白果,是,银杏果
白果,需要,水
白果,需要,土
白果,有,营养
白果,是,坚果
白果,是,圆形
白果,是,种子
白果,像,开心果
白果,需要,采摘
白果,需要,空气
白果,有,皮
白果,可以,观赏
白果,是,黄色的
白果,像,球
白果,像,杏仁
白果,像,杏子
白果,需要,剥开
白果,需要,营养
白果,有,毒
白果,是,果
白果,是,苦的
白果,是,银杏的
白果,是,银杏的果实
白果,像,橄榄
白果,像,樱桃
白果,需要,摘
白果,有,果壳
白果,有,味道
白桦树,是,树
白桦树,需要,阳光
白桦树,需要,水
白桦树,有,树干
白桦树,有,叶子
白桦树,有,根
白桦树,可以,观赏
白桦树,需要,土
白桦树,有,树枝
白桦树,是,大的
白桦树,需要,空气
白桦树,是,白色的
白桦树,是,高的
白桦树,像,白杨
白桦树,有,树叶
白桦树,有,树皮
白桦树,是,高大的
白桦树,有,树根
白桦树,可以,挡风
白桦树,可以,固沙
白桦树,需要,种植
白桦树,可以,光合作用
白桦树,可以,净化空气
白桦树,像,电线杆
白桦树,像,士兵
白桦树,像,杨树
白桦树,有,枝干
白桦树,可以,美化环境
白桦树,可以,生长
白桦树,是,落叶乔木
白桦树,需要,保护
白桦树,需要,营养
白桦树,可以,保护环境
白桦树,其他,俄罗斯
白桦树,是,绿色的
白桦树,是,乔木
白桦树,是,直的
白桦树,像,旗杆
白桦树,像,人
白桦树,像,树
白桦树,像,松树
白桦树,有,茎
白桦树,有,氧气
白酒,可以,饮用
白酒,有,酒精
白酒,是,酒
白酒,像,水
白酒,是,液体
白酒,需要,酿
白酒,有,水
白酒,需要,密封
白酒,是,无色的
白酒,像,白水
白酒,可以,燃烧
白酒,可以,消毒
白酒,是,度数高的
白酒,是,辣的
白酒,是,透明的
白酒,是,香的
白酒,是,饮料
白酒,需要,保存
白酒,需要,发酵
白酒,像,啤酒
白酒,需要,蒸馏
白酒,需要,制造
白酒,有,多种种类
白酒,有,糖
白酒,可以,喝酒
白酒,可以,喝醉
白酒,可以,送礼
白酒,是,白色的
白酒,是,流动的
白酒,是,易醉的
白酒,需要,买
白酒,需要,水
白酒,有,度数
白酒,有,味道
白萝卜,可以,食用
白萝卜,有,叶子
白萝卜,是,白色的
白萝卜,需要,水
白萝卜,像,胡罗卜
白萝卜,需要,阳光
白萝卜,需要,空气
